wd,ws,freq_val
85,2,0.000477991
85,3,0.000624647
85,4,0.000499718
85,5,0.000559466
85,6,0.000564898
85,7,0.000640942
85,8,0.000526876
85,9,0.000559466
85,10,0.000331334
85,11,0.000363925
85,12,0.000320471
85,13,0.000320471
85,14,0.000266154
85,15,0.00019011
85,16,0.000152088
85,17,0.000124929
85,18,0.000103203
85,19,8.15E-05
85,20,5.97E-05
85,21,3.80E-05
85,22,1.63E-05
85,23,1.63E-05
85,24,2.17E-05
85,25,1.63E-05
85,26,0
85,27,3.26E-05
85,28,2.17E-05
85,29,0
85,30,0
85,31,5.43E-06
85,32,0
85,33,0
85,34,0
85,35,0
85,36,5.43E-06
85,37,0
85,38,1.09E-05
90,0,0.000103203
90,1,0.000304176
90,2,0.000488854
90,3,0.000586625
90,4,0.000592057
90,5,0.000526876
90,6,0.000646374
90,7,0.00053774
90,8,0.000461696
90,9,0.000505149
90,10,0.000505149
90,11,0.000396515
90,12,0.000238995
90,13,0.000211837
90,14,0.000206405
90,15,0.00019011
90,16,0.000146656
90,17,0.000162951
90,18,9.78E-05
90,19,0.000103203
90,20,7.60E-05
90,21,3.80E-05
90,22,5.97E-05
90,23,2.72E-05
90,24,2.72E-05
90,25,1.09E-05
90,26,1.09E-05
90,27,2.17E-05
90,28,1.09E-05
90,29,1.09E-05
90,30,1.09E-05
90,31,5.43E-06
90,32,5.43E-06
90,33,0
90,34,5.43E-06
90,35,5.43E-06
90,36,0
90,37,0
90,38,0
95,0,0.000103203
95,1,0.000336766
95,2,0.000526876
95,3,0.000668101
95,4,0.000554035
95,5,0.000651806
95,6,0.000488854
95,7,0.000521444
95,8,0.000483422
95,9,0.000456264
95,10,0.000363925
95,11,0.000353061
95,12,0.000304176
95,13,0.000228132
95,14,0.00019011
95,15,0.00019011
95,16,0.000135793
95,17,0.000168383
95,18,9.78E-05
95,19,0.000141225
95,20,0.000135793
95,21,7.06E-05
95,22,4.89E-05
95,23,2.17E-05
95,24,3.26E-05
95,25,2.72E-05
95,26,1.63E-05
95,27,5.43E-06
95,28,0
95,29,1.63E-05
95,30,5.43E-06
95,31,2.72E-05
95,32,0
95,33,5.43E-06
95,34,0
95,35,0
95,36,0
95,37,0
95,38,0
100,0,0.000108634
100,1,0.000320471
100,2,0.000385652
100,3,0.000532308
100,4,0.000543171
100,5,0.000554035
100,6,0.000467127
100,7,0.000521444
100,8,0.000510581
100,9,0.000488854
100,10,0.000363925
100,11,0.000325903
100,12,0.000304176
100,13,0.00019011
100,14,0.000266154
100,15,0.000173815
100,16,0.000173815
100,17,0.000108634
100,18,0.000114066
100,19,9.78E-05
100,20,2.17E-05
100,21,8.69E-05
100,22,6.52E-05
100,23,2.72E-05
100,24,4.35E-05
100,25,3.26E-05
100,26,2.72E-05
100,27,1.09E-05
100,28,1.63E-05
100,29,1.09E-05
100,30,5.43E-06
100,31,2.17E-05
100,32,1.09E-05
100,33,1.09E-05
100,34,1.09E-05
100,35,1.09E-05
100,36,1.09E-05
100,37,5.43E-06
100,38,0
105,0,0.000103203
105,1,0.000304176
105,2,0.000477991
105,3,0.000516013
105,4,0.000548603
105,5,0.000619215
105,6,0.000467127
105,7,0.000586625
105,8,0.000434537
105,9,0.000456264
105,10,0.000461696
105,11,0.000353061
105,12,0.000271586
105,13,0.0002227
105,14,0.000206405
105,15,0.000124929
105,16,0.000103203
105,17,0.000124929
105,18,9.23E-05
105,19,8.69E-05
105,20,4.35E-05
105,21,0.000108634
105,22,3.26E-05
105,23,2.72E-05
105,24,3.80E-05
105,25,3.26E-05
105,26,5.43E-06
105,27,1.63E-05
105,28,1.63E-05
105,29,5.43E-06
105,30,5.43E-06
105,31,5.43E-06
105,32,1.09E-05
105,33,5.43E-06
105,34,0
105,35,5.43E-06
105,36,1.09E-05
105,37,0
105,38,0
110,0,5.43E-05
110,1,0.000369356
110,2,0.000456264
110,3,0.000619215
110,4,0.000575762
110,5,0.000716986
110,6,0.000564898
110,7,0.000510581
110,8,0.000369356
110,9,0.000369356
110,10,0.00034763
110,11,0.000325903
110,12,0.0002227
110,13,0.0002227
110,14,0.000217269
110,15,0.000103203
110,16,0.000152088
110,17,9.78E-05
110,18,0.000124929
110,19,9.23E-05
110,20,5.97E-05
110,21,5.97E-05
110,22,3.80E-05
110,23,1.63E-05
110,24,1.63E-05
110,25,2.17E-05
110,26,4.89E-05
110,27,1.09E-05
110,28,1.09E-05
110,29,0
110,30,0
110,31,0
110,32,0
110,33,5.43E-06
110,34,0
110,35,0
110,36,0
110,37,0
110,38,0
115,0,4.89E-05
115,1,0.000325903
115,2,0.000423674
115,3,0.00063551
115,4,0.000592057
115,5,0.000706123
115,6,0.000640942
115,7,0.000499718
115,8,0.000374788
115,9,0.000358493
115,10,0.000342198
115,11,0.000315039
115,12,0.000293312
115,13,0.000195542
115,14,0.00019011
115,15,0.000168383
115,16,0.000119498
115,17,9.23E-05
115,18,8.15E-05
115,19,5.43E-05
115,20,4.35E-05
115,21,7.60E-05
115,22,4.89E-05
115,23,3.80E-05
115,24,1.63E-05
115,25,1.09E-05
115,26,3.26E-05
115,27,2.17E-05
115,28,5.43E-06
115,29,0
115,30,0
115,31,5.43E-06
115,32,0
115,33,0
115,34,0
115,35,0
115,36,0
115,37,0
115,38,0
120,0,8.69E-05
120,1,0.000249859
120,2,0.000548603
120,3,0.00060292
120,4,0.000564898
120,5,0.000575762
120,6,0.000477991
120,7,0.000439969
120,8,0.000423674
120,9,0.000374788
120,10,0.000374788
120,11,0.000228132
120,12,0.000260722
120,13,0.000200973
120,14,0.000206405
120,15,0.000119498
120,16,8.69E-05
120,17,8.15E-05
120,18,0.000135793
120,19,9.23E-05
120,20,5.97E-05
120,21,9.23E-05
120,22,3.80E-05
120,23,3.80E-05
120,24,3.80E-05
120,25,1.09E-05
120,26,3.26E-05
120,27,2.72E-05
120,28,1.09E-05
120,29,2.72E-05
120,30,2.17E-05
120,31,5.43E-06
120,32,0
120,33,0
120,34,0
120,35,0
120,36,5.43E-06
120,37,0
120,38,0
125,0,9.78E-05
125,1,0.000315039
125,2,0.000505149
125,3,0.000575762
125,4,0.000461696
125,5,0.00053774
125,6,0.000630079
125,7,0.000434537
125,8,0.000418242
125,9,0.000353061
125,10,0.000331334
125,11,0.000298744
125,12,0.000271586
125,13,0.000200973
125,14,0.00015752
125,15,0.000168383
125,16,0.000119498
125,17,9.78E-05
125,18,9.23E-05
125,19,8.15E-05
125,20,7.06E-05
125,21,6.52E-05
125,22,6.52E-05
125,23,3.80E-05
125,24,3.80E-05
125,25,2.72E-05
125,26,1.09E-05
125,27,3.26E-05
125,28,2.17E-05
125,29,1.09E-05
125,30,1.63E-05
125,31,0
125,32,1.09E-05
125,33,5.43E-06
125,34,0
125,35,0
125,36,0
125,37,0
125,38,0
130,0,8.69E-05
130,1,0.000271586
130,2,0.000499718
130,3,0.000450832
130,4,0.000619215
130,5,0.000461696
130,6,0.000450832
130,7,0.000456264
130,8,0.000401947
130,9,0.00038022
130,10,0.000293312
130,11,0.000331334
130,12,0.000260722
130,13,0.000228132
130,14,0.000184678
130,15,0.0002227
130,16,0.000152088
130,17,0.000200973
130,18,0.000103203
130,19,6.52E-05
130,20,7.06E-05
130,21,8.69E-05
130,22,5.43E-05
130,23,5.97E-05
130,24,3.80E-05
130,25,3.80E-05
130,26,2.17E-05
130,27,3.26E-05
130,28,2.17E-05
130,29,1.63E-05
130,30,1.09E-05
130,31,0
130,32,5.43E-06
130,33,0
130,34,0
130,35,0
130,36,0
130,37,0
130,38,0
135,0,8.69E-05
135,1,0.000342198
135,2,0.000358493
135,3,0.000586625
135,4,0.000646374
135,5,0.000521444
135,6,0.000510581
135,7,0.000439969
135,8,0.000407378
135,9,0.000358493
135,10,0.000287881
135,11,0.000369356
135,12,0.000217269
135,13,0.000141225
135,14,0.000184678
135,15,0.000168383
135,16,0.00019011
135,17,0.000130361
135,18,8.15E-05
135,19,5.97E-05
135,20,6.52E-05
135,21,7.06E-05
135,22,7.06E-05
135,23,3.80E-05
135,24,3.26E-05
135,25,5.43E-05
135,26,1.63E-05
135,27,0
135,28,3.26E-05
135,29,1.09E-05
135,30,1.09E-05
135,31,2.17E-05
135,32,5.43E-06
135,33,0
135,34,0
135,35,0
135,36,0
135,37,0
135,38,0
140,0,0.000103203
140,1,0.000434537
140,2,0.000488854
140,3,0.00063551
140,4,0.000640942
140,5,0.000554035
140,6,0.000564898
140,7,0.000505149
140,8,0.000505149
140,9,0.000315039
140,10,0.000407378
140,11,0.000304176
140,12,0.000238995
140,13,0.000184678
140,14,0.00019011
140,15,0.000108634
140,16,0.000146656
140,17,0.000108634
140,18,4.89E-05
140,19,7.06E-05
140,20,7.06E-05
140,21,7.06E-05
140,22,9.23E-05
140,23,6.52E-05
140,24,2.17E-05
140,25,2.17E-05
140,26,3.80E-05
140,27,3.26E-05
140,28,2.72E-05
140,29,3.26E-05
140,30,5.43E-06
140,31,1.09E-05
140,32,0
140,33,0
140,34,0
140,35,5.43E-06
140,36,0
140,37,0
140,38,0
145,0,9.23E-05
145,1,0.000396515
145,2,0.000543171
145,3,0.000733281
145,4,0.000651806
145,5,0.00060292
145,6,0.000651806
145,7,0.000526876
145,8,0.000510581
145,9,0.000407378
145,10,0.000287881
145,11,0.000260722
145,12,0.000277017
145,13,0.0002227
145,14,0.000173815
145,15,0.00015752
145,16,0.000108634
145,17,0.000152088
145,18,9.23E-05
145,19,5.43E-05
145,20,7.06E-05
145,21,5.43E-05
145,22,5.43E-05
145,23,8.69E-05
145,24,6.52E-05
145,25,2.17E-05
145,26,5.43E-05
145,27,3.80E-05
145,28,1.63E-05
145,29,2.72E-05
145,30,2.17E-05
145,31,5.43E-06
145,32,2.17E-05
145,33,5.43E-06
145,34,5.43E-06
145,35,0
145,36,5.43E-06
145,37,0
145,38,0
150,0,5.97E-05
150,1,0.000282449
150,2,0.000505149
150,3,0.00053774
150,4,0.000695259
150,5,0.000695259
150,6,0.000738713
150,7,0.00057033
150,8,0.000592057
150,9,0.000385652
150,10,0.000342198
150,11,0.000320471
150,12,0.000315039
150,13,0.000249859
150,14,0.000184678
150,15,0.000179247
150,16,0.00015752
150,17,0.000168383
150,18,7.06E-05
150,19,0.000114066
150,20,4.35E-05
150,21,5.43E-05
150,22,7.06E-05
150,23,5.43E-05
150,24,4.35E-05
150,25,4.35E-05
150,26,2.17E-05
150,27,4.35E-05
150,28,3.26E-05
150,29,1.63E-05
150,30,2.17E-05
150,31,2.72E-05
150,32,2.17E-05
150,33,0
150,34,5.43E-06
150,35,0
150,36,0
150,37,0
150,38,0
155,0,4.89E-05
155,1,0.000320471
155,2,0.000526876
155,3,0.000684396
155,4,0.00063551
155,5,0.000673532
155,6,0.000630079
155,7,0.00060292
155,8,0.000499718
155,9,0.000472559
155,10,0.000320471
155,11,0.000353061
155,12,0.000277017
155,13,0.000238995
155,14,0.000206405
155,15,0.000217269
155,16,0.000135793
155,17,0.000146656
155,18,0.000152088
155,19,0.000195542
155,20,8.69E-05
155,21,8.15E-05
155,22,0.000114066
155,23,7.60E-05
155,24,6.52E-05
155,25,6.52E-05
155,26,4.89E-05
155,27,9.23E-05
155,28,3.26E-05
155,29,4.35E-05
155,30,1.09E-05
155,31,3.26E-05
155,32,1.63E-05
155,33,5.43E-06
155,34,5.43E-06
155,35,5.43E-06
155,36,0
155,37,0
155,38,0
160,0,9.78E-05
160,1,0.000244427
160,2,0.000505149
160,3,0.000630079
160,4,0.000684396
160,5,0.000684396
160,6,0.000765871
160,7,0.000711554
160,8,0.000651806
160,9,0.000477991
160,10,0.000488854
160,11,0.000309608
160,12,0.000423674
160,13,0.000298744
160,14,0.0002227
160,15,0.000271586
160,16,0.000244427
160,17,0.000211837
160,18,0.000108634
160,19,0.000179247
160,20,0.000173815
160,21,0.000103203
160,22,0.000141225
160,23,5.97E-05
160,24,0.000152088
160,25,7.06E-05
160,26,9.23E-05
160,27,5.43E-05
160,28,8.15E-05
160,29,3.80E-05
160,30,4.89E-05
160,31,3.26E-05
160,32,1.63E-05
160,33,1.63E-05
160,34,0
160,35,1.09E-05
160,36,0
160,37,0
160,38,0
165,0,0.000114066
165,1,0.000271586
165,2,0.000592057
165,3,0.000727849
165,4,0.000749576
165,5,0.000814757
165,6,0.000798462
165,7,0.000803893
165,8,0.000586625
165,9,0.000548603
165,10,0.00053774
165,11,0.000505149
165,12,0.000358493
165,13,0.000391083
165,14,0.000374788
165,15,0.000260722
165,16,0.000238995
165,17,0.000217269
165,18,0.000141225
165,19,0.0002227
165,20,0.000152088
165,21,0.000114066
165,22,0.000108634
165,23,0.000141225
165,24,8.15E-05
165,25,4.35E-05
165,26,8.15E-05
165,27,4.35E-05
165,28,6.52E-05
165,29,5.97E-05
165,30,4.89E-05
165,31,2.72E-05
165,32,1.09E-05
165,33,0
165,34,1.09E-05
165,35,0
165,36,5.43E-06
165,37,0
165,38,0
170,0,7.60E-05
170,1,0.000358493
170,2,0.00057033
170,3,0.00063551
170,4,0.00076044
170,5,0.00082562
170,6,0.000798462
170,7,0.00098314
170,8,0.000733281
170,9,0.00057033
170,10,0.000499718
170,11,0.000499718
170,12,0.00041281
170,13,0.000336766
170,14,0.000298744
170,15,0.000244427
170,16,0.000168383
170,17,0.000249859
170,18,0.000200973
170,19,0.000200973
170,20,0.00019011
170,21,0.000141225
170,22,0.000108634
170,23,0.000108634
170,24,0.000162951
170,25,0.000103203
170,26,0.000108634
170,27,5.97E-05
170,28,5.43E-05
170,29,5.43E-05
170,30,2.17E-05
170,31,2.17E-05
170,32,5.43E-06
170,33,5.43E-06
170,34,5.43E-06
170,35,0
170,36,0
170,37,0
170,38,0
175,0,0.000124929
175,1,0.000554035
175,2,0.000624647
175,3,0.00076044
175,4,0.000966845
175,5,0.000852779
175,6,0.001053752
175,7,0.000955981
175,8,0.000890801
175,9,0.000755008
175,10,0.000749576
175,11,0.000532308
175,12,0.000668101
175,13,0.000505149
175,14,0.000467127
175,15,0.000320471
175,16,0.000331334
175,17,0.000271586
175,18,0.000233564
175,19,0.000195542
175,20,0.000119498
175,21,0.000152088
175,22,0.000114066
175,23,0.000146656
175,24,0.000103203
175,25,0.000119498
175,26,5.97E-05
175,27,8.69E-05
175,28,4.89E-05
175,29,4.89E-05
175,30,5.43E-06
175,31,2.72E-05
175,32,1.63E-05
175,33,1.09E-05
175,34,0
175,35,0
175,36,0
175,37,0
175,38,0
180,0,0.000108634
180,1,0.000434537
180,2,0.000559466
180,3,0.000874506
180,4,0.000907096
180,5,0.001021162
180,6,0.000972277
180,7,0.000934255
180,8,0.000879937
180,9,0.000879937
180,10,0.000841915
180,11,0.000782167
180,12,0.000700691
180,13,0.000532308
180,14,0.000619215
180,15,0.000450832
180,16,0.000418242
180,17,0.00034763
180,18,0.00034763
180,19,0.000179247
180,20,0.000271586
180,21,0.000293312
180,22,0.000168383
180,23,0.000141225
180,24,0.000162951
180,25,9.23E-05
